Id,SalePrice
2658,181479.01805758907
2718,181479.01805758907
2414,181479.01805758907
1989,181479.01805758907
625,181479.01805758907
333,181479.01805758907
1327,181479.01805758907
858,181479.01805758907
95,181479.01805758907
1568,181479.01805758907
2482,181479.01805758907
1364,181479.01805758907
2584,181479.01805758907
818,181479.01805758907
2673,181479.01805758907
2089,181479.01805758907
1297,181479.01805758907
790,181479.01805758907
2616,181479.01805758907
720,181479.01805758907
222,181479.01805758907
557,181479.01805758907
1148,181479.01805758907
2766,181479.01805758907
534,181479.01805758907
1452,181479.01805758907
630,181479.01805758907
2648,181479.01805758907
125,181479.01805758907
1904,181479.01805758907
1670,181479.01805758907
756,181479.01805758907
717,181479.01805758907
1032,181479.01805758907
852,181479.01805758907
1731,181479.01805758907
2639,181479.01805758907
2071,181479.01805758907
1267,181479.01805758907
1851,181479.01805758907
567,181479.01805758907
2439,181479.01805758907
1898,181479.01805758907
647,181479.01805758907
2256,181479.01805758907
979,181479.01805758907
1444,181479.01805758907
2485,181479.01805758907
157,181479.01805758907
88,181479.01805758907
2003,181479.01805758907
186,181479.01805758907
1425,181479.01805758907
2695,181479.01805758907
738,181479.01805758907
395,181479.01805758907
1353,181479.01805758907
1878,181479.01805758907
390,181479.01805758907
1456,181479.01805758907
1103,181479.01805758907
1387,181479.01805758907
2070,181479.01805758907
1199,181479.01805758907
2479,181479.01805758907
501,181479.01805758907
2362,181479.01805758907
1718,181479.01805758907
2188,181479.01805758907
1483,181479.01805758907
2557,181479.01805758907
437,181479.01805758907
2224,181479.01805758907
1628,181479.01805758907
397,181479.01805758907
587,181479.01805758907
2182,181479.01805758907
971,181479.01805758907
2611,181479.01805758907
1887,181479.01805758907
2399,181479.01805758907
2148,181479.01805758907
304,181479.01805758907
1997,181479.01805758907
2817,181479.01805758907
1431,181479.01805758907
427,181479.01805758907
263,181479.01805758907
598,181479.01805758907
2895,181479.01805758907
687,181479.01805758907
1822,181479.01805758907
2191,181479.01805758907
179,181479.01805758907
1009,181479.01805758907
2010,181479.01805758907
1991,181479.01805758907
1411,181479.01805758907
1721,181479.01805758907
1144,181479.01805758907
593,181479.01805758907
575,181479.01805758907
1249,181479.01805758907
1604,181479.01805758907
1064,181479.01805758907
1923,181479.01805758907
1988,181479.01805758907
2325,181479.01805758907
114,181479.01805758907
2700,181479.01805758907
217,181479.01805758907
343,181479.01805758907
386,181479.01805758907
2005,181479.01805758907
2908,181479.01805758907
1814,181479.01805758907
2446,181479.01805758907
208,181479.01805758907
1679,181479.01805758907
822,181479.01805758907
6,181479.01805758907
1781,181479.01805758907
2397,181479.01805758907
2340,181479.01805758907
1618,181479.01805758907
2843,181479.01805758907
1061,181479.01805758907
2786,181479.01805758907
1935,181479.01805758907
1341,181479.01805758907
521,181479.01805758907
2136,181479.01805758907
996,181479.01805758907
227,181479.01805758907
135,181479.01805758907
1167,181479.01805758907
294,181479.01805758907
1776,181479.01805758907
540,181479.01805758907
1717,181479.01805758907
2303,181479.01805758907
116,181479.01805758907
127,181479.01805758907
1371,181479.01805758907
1014,181479.01805758907
1507,181479.01805758907
702,181479.01805758907
750,181479.01805758907
261,181479.01805758907
1559,181479.01805758907
577,181479.01805758907
2812,181479.01805758907
2080,181479.01805758907
1368,181479.01805758907
2376,181479.01805758907
659,181479.01805758907
1235,181479.01805758907
332,181479.01805758907
1917,181479.01805758907
2094,181479.01805758907
1460,181479.01805758907
1471,181479.01805758907
1509,181479.01805758907
1922,181479.01805758907
433,181479.01805758907
460,181479.01805758907
1116,181479.01805758907
1137,181479.01805758907
53,181479.01805758907
2354,181479.01805758907
1475,181479.01805758907
1761,181479.01805758907
842,181479.01805758907
2739,181479.01805758907
2509,181479.01805758907
1007,181479.01805758907
2610,181479.01805758907
1952,181479.01805758907
2719,181479.01805758907
2921,181479.01805758907
1966,181479.01805758907
292,181479.01805758907
1204,181479.01805758907
1829,181479.01805758907
2419,181479.01805758907
391,181479.01805758907
798,181479.01805758907
481,181479.01805758907
193,181479.01805758907
555,181479.01805758907
899,181479.01805758907
2357,181479.01805758907
328,181479.01805758907
1356,181479.01805758907
1154,181479.01805758907
1730,181479.01805758907
2249,181479.01805758907
1119,181479.01805758907
2856,181479.01805758907
1394,181479.01805758907
2587,181479.01805758907
61,181479.01805758907
2661,181479.01805758907
2711,181479.01805758907
1147,181479.01805758907
757,181479.01805758907
2623,181479.01805758907
2378,181479.01805758907
1413,181479.01805758907
1722,181479.01805758907
1112,181479.01805758907
1623,181479.01805758907
1201,181479.01805758907
1513,181479.01805758907
957,181479.01805758907
1171,181479.01805758907
1145,181479.01805758907
2726,181479.01805758907
703,181479.01805758907
760,181479.01805758907
1964,181479.01805758907
2512,181479.01805758907
159,181479.01805758907
1281,181479.01805758907
468,181479.01805758907
290,181479.01805758907
665,181479.01805758907
1463,181479.01805758907
1792,181479.01805758907
923,181479.01805758907
500,181479.01805758907
1408,181479.01805758907
331,181479.01805758907
170,181479.01805758907
2192,181479.01805758907
2571,181479.01805758907
2314,181479.01805758907
2647,181479.01805758907
422,181479.01805758907
2457,181479.01805758907
1838,181479.01805758907
2805,181479.01805758907
1645,181479.01805758907
1711,181479.01805758907
2825,181479.01805758907
322,181479.01805758907
2103,181479.01805758907
342,181479.01805758907
600,181479.01805758907
488,181479.01805758907
1725,181479.01805758907
2246,181479.01805758907
2847,181479.01805758907
806,181479.01805758907
530,181479.01805758907
963,181479.01805758907
2678,181479.01805758907
171,181479.01805758907
2401,181479.01805758907
805,181479.01805758907
2259,181479.01805758907
1748,181479.01805758907
1361,181479.01805758907
1677,181479.01805758907
1406,181479.01805758907
2322,181479.01805758907
688,181479.01805758907
143,181479.01805758907
804,181479.01805758907
1214,181479.01805758907
2828,181479.01805758907
1999,181479.01805758907
2467,181479.01805758907
2665,181479.01805758907
1538,181479.01805758907
398,181479.01805758907
2822,181479.01805758907
2157,181479.01805758907
1856,181479.01805758907
1269,181479.01805758907
2570,181479.01805758907
2320,181479.01805758907
1517,181479.01805758907
2304,181479.01805758907
1312,181479.01805758907
2012,181479.01805758907
506,181479.01805758907
2865,181479.01805758907
2367,181479.01805758907
554,181479.01805758907
238,181479.01805758907
1954,181479.01805758907
2488,181479.01805758907
2291,181479.01805758907
1969,181479.01805758907
2725,181479.01805758907
1482,181479.01805758907
2763,181479.01805758907
503,181479.01805758907
1584,181479.01805758907
1531,181479.01805758907
2210,181479.01805758907
459,181479.01805758907
556,181479.01805758907
1347,181479.01805758907
1290,181479.01805758907
1388,181479.01805758907
1571,181479.01805758907
2754,181479.01805758907
765,181479.01805758907
2494,181479.01805758907
2870,181479.01805758907
7,181479.01805758907
1114,181479.01805758907
2418,181479.01805758907
291,181479.01805758907
18,181479.01805758907
39,181479.01805758907
1001,181479.01805758907
2442,181479.01805758907
616,181479.01805758907
2680,181479.01805758907
1414,181479.01805758907
289,181479.01805758907
40,181479.01805758907
860,181479.01805758907
409,181479.01805758907
673,181479.01805758907
2427,181479.01805758907
2036,181479.01805758907
2564,181479.01805758907
642,181479.01805758907
1008,181479.01805758907
1908,181479.01805758907
2519,181479.01805758907
1369,181479.01805758907
2855,181479.01805758907
712,181479.01805758907
1943,181479.01805758907
1958,181479.01805758907
107,181479.01805758907
2295,181479.01805758907
704,181479.01805758907
676,181479.01805758907
259,181479.01805758907
93,181479.01805758907
106,181479.01805758907
2315,181479.01805758907
1050,181479.01805758907
1095,181479.01805758907
2709,181479.01805758907
758,181479.01805758907
1496,181479.01805758907
2370,181479.01805758907
2458,181479.01805758907
2733,181479.01805758907
161,181479.01805758907
726,181479.01805758907
845,181479.01805758907
947,181479.01805758907
2232,181479.01805758907
2563,181479.01805758907
2299,181479.01805758907
211,181479.01805758907
605,181479.01805758907
1478,181479.01805758907
2247,181479.01805758907
2274,181479.01805758907
2869,181479.01805758907
967,181479.01805758907
2656,181479.01805758907
667,181479.01805758907
1042,181479.01805758907
2023,181479.01805758907
2447,181479.01805758907
2055,181479.01805758907
2275,181479.01805758907
2204,181479.01805758907
1563,181479.01805758907
483,181479.01805758907
796,181479.01805758907
1526,181479.01805758907
2042,181479.01805758907
442,181479.01805758907
1693,181479.01805758907
1468,181479.01805758907
1430,181479.01805758907
2605,181479.01805758907
1529,181479.01805758907
335,181479.01805758907
1287,181479.01805758907
31,181479.01805758907
1785,181479.01805758907
82,181479.01805758907
2620,181479.01805758907
252,181479.01805758907
721,181479.01805758907
2165,181479.01805758907
2316,181479.01805758907
775,181479.01805758907
1558,181479.01805758907
17,181479.01805758907
1022,181479.01805758907
925,181479.01805758907
438,181479.01805758907
1270,181479.01805758907
1272,181479.01805758907
215,181479.01805758907
266,181479.01805758907
2402,181479.01805758907
1250,181479.01805758907
1984,181479.01805758907
1279,181479.01805758907
